Date,PPO Agent,Equal-Weight (1/N),Nifty BeES B&H,MVO λ=0.5,MVO λ=1.0,MVO λ=2.0
2023-04-06,1.188864887465898,1.1871359538097728,1.2071420073052492,1.2728592567961523,1.3053797314256332,1.2683907444198617
2023-04-10,1.192758000763132,1.1848546961446624,1.2052650181816145,1.2671442203863168,1.2986079274330178,1.2622894558764592
2023-04-11,1.191497083504195,1.1928972755723168,1.2122723424110433,1.2765426310768027,1.309549959080799,1.2721519093148252
2023-04-12,1.1939872456903076,1.1998509677340436,1.2177781517156707,1.289396898480559,1.3224820937453245,1.2843229639738922
2023-04-13,1.2045175425408836,1.1987719339509701,1.2185915359450272,1.2959597918772614,1.3302621763949751,1.2911211148565123
2023-04-17,1.2048827641819688,1.184142502267474,1.2132108847066772,1.2874460855046588,1.3221985383379031,1.2827187667929085
2023-04-18,1.192755079489177,1.1790283964852395,1.2090189964288847,1.2818699661578519,1.3164334000167888,1.2772471475026448
2023-04-19,1.1882742347211834,1.1736623962657982,1.2066414705077713,1.279798631538939,1.3149734366448864,1.2761237553401767
2023-04-20,1.1866339099755785,1.1718149439609724,1.2074548547371275,1.2835754557714631,1.3185983297757875,1.2794691441608212
2023-04-21,1.1897419223059462,1.1747879554421399,1.2065789392084485,1.2803188190951889,1.314144050032425,1.2758872474724718
2023-04-24,1.1925389642889388,1.1815735732375237,1.2134611053716002,1.2968247761286453,1.3311566907413819,1.291118265273473
2023-04-25,1.201253234914861,1.18081479482979,1.2145873370328342,1.2945108159128762,1.3288177575667564,1.2881248111881844
2023-04-26,1.1953024045538767,1.1828302257464112,1.2176529936493934,1.2986571544799344,1.3328035002938332,1.2920634386485905
2023-04-27,1.2000195314869255,1.1877469004137902,1.2258490808393792,1.2997500626147431,1.3340602894265272,1.295393488194999
2023-04-28,1.2056416924314644,1.1958318546186706,1.2343580154612428,1.3066803927724961,1.3418875393833658,1.3035461518045957
2023-05-02,1.2125241441441343,1.1999638078364119,1.2412402770920272,1.3078582313687575,1.3431689773550544,1.305708372523358
2023-05-03,1.2154396376747076,1.1987214600115297,1.2367980726816787,1.3034920974560391,1.3382762224112996,1.3016778210993862
2023-05-04,1.2134009837803246,1.209631547303796,1.2478096912909333,1.3205451164730138,1.3567262691273825,1.3203164304218764
2023-05-05,1.229972633761441,1.1967206467649185,1.2377991462766353,1.2919431806022716,1.326087251399378,1.2871942566175283
2023-05-08,1.1969203245117521,1.2084516726152819,1.2494989910489682,1.304115307029431,1.338360363375564,1.2992945684252635
