Date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,NIFTYBEES.NS,HINDUNILVR.NS,KOTAKBANK.NS
2014-01-01,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-02,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-03,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-06,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-07,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-08,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-09,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-10,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-13,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-14,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-15,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-16,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-17,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-20,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-21,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-22,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-23,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-24,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
2014-01-27,0.19227828201961333,0.3773969584541992,0.18142910431184509,0.21341368234189279,0.3166702329518478,0.13848798446305655,0.15792536639409396,0.2592469489117257
