Date,RELIANCE.NS,TCS.NS,HDFCBANK.NS,INFY.NS,ICICIBANK.NS,NIFTYBEES.NS,HINDUNILVR.NS,KOTAKBANK.NS
2014-01-01,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-02,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-03,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-06,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-07,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-08,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-09,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-10,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-13,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-14,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-15,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-16,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-17,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-20,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-21,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-22,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-23,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-24,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
2014-01-27,0.028913251650614338,0.1289375517205983,0.10858668124661382,0.07822342966509475,0.16150888869681324,0.1155764720625913,0.17707938140819932,0.1954351016403023
